id,country,state,city,station,pollutant_id,last_update,pollutant_min,pollutant_max,pollutant_avg
938,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",PM10,21-10-2021 01:00:00,57.0,417.0,178.0
939,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",NO2,21-10-2021 01:00:00,39.0,176.0,96.0
940,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",NH3,21-10-2021 01:00:00,3.0,8.0,5.0
941,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",SO2,21-10-2021 01:00:00,10.0,33.0,18.0
942,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",CO,21-10-2021 01:00:00,19.0,168.0,44.0
943,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",OZONE,21-10-2021 01:00:00,8.0,114.0,54.0
944,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",PM2.5,21-10-2021 01:00:00,42.0,220.0,97.0
945,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",PM10,21-10-2021 01:00:00,73.0,214.0,126.0
946,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",NO2,21-10-2021 01:00:00,24.0,113.0,53.0
947,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",NH3,21-10-2021 01:00:00,1.0,4.0,3.0
948,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",SO2,21-10-2021 01:00:00,5.0,12.0,10.0
949,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",CO,21-10-2021 01:00:00,16.0,108.0,24.0
950,India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",OZONE,21-10-2021 01:00:00,15.0,57.0,30.0
951,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",PM2.5,21-10-2021 01:00:00,17.0,192.0,76.0
952,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",PM10,21-10-2021 01:00:00,70.0,374.0,161.0
953,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",NO2,21-10-2021 01:00:00,23.0,81.0,45.0
954,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",NH3,21-10-2021 01:00:00,3.0,5.0,4.0
955,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",SO2,21-10-2021 01:00:00,5.0,109.0,47.0
956,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",CO,21-10-2021 01:00:00,24.0,122.0,41.0
957,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",OZONE,21-10-2021 01:00:00,9.0,87.0,48.0
958,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",PM2.5,21-10-2021 01:00:00,,,
959,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",PM10,21-10-2021 01:00:00,,,
960,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",NO2,21-10-2021 01:00:00,,,
961,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",NH3,21-10-2021 01:00:00,,,
962,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",SO2,21-10-2021 01:00:00,,,
963,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",CO,21-10-2021 01:00:00,12.0,82.0,14.0
964,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",OZONE,21-10-2021 01:00:00,11.0,44.0,34.0
965,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",PM2.5,21-10-2021 01:00:00,41.0,302.0,104.0
966,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",PM10,21-10-2021 01:00:00,65.0,133.0,92.0
967,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",NO2,21-10-2021 01:00:00,11.0,38.0,20.0
968,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",NH3,21-10-2021 01:00:00,5.0,6.0,5.0
969,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",SO2,21-10-2021 01:00:00,17.0,46.0,28.0
970,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",CO,21-10-2021 01:00:00,25.0,53.0,35.0
971,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",OZONE,21-10-2021 01:00:00,52.0,102.0,79.0
972,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",PM2.5,21-10-2021 01:00:00,11.0,155.0,91.0
973,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",PM10,21-10-2021 01:00:00,46.0,208.0,111.0
974,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",NO2,21-10-2021 01:00:00,11.0,38.0,21.0
975,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",SO2,21-10-2021 01:00:00,5.0,9.0,7.0
976,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",PM2.5,21-10-2021 01:00:00,11.0,67.0,38.0
977,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",PM10,21-10-2021 01:00:00,,,
978,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",NO2,21-10-2021 01:00:00,20.0,21.0,20.0
979,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",SO2,21-10-2021 01:00:00,8.0,13.0,10.0
980,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",CO,21-10-2021 01:00:00,1.0,28.0,14.0
981,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",PM2.5,21-10-2021 01:00:00,29.0,53.0,33.0
982,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",PM10,21-10-2021 01:00:00,47.0,90.0,64.0
983,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",SO2,21-10-2021 01:00:00,25.0,28.0,27.0
984,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",CO,21-10-2021 01:00:00,8.0,11.0,9.0
985,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",PM2.5,21-10-2021 01:00:00,29.0,268.0,87.0
986,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",PM10,21-10-2021 01:00:00,50.0,320.0,126.0
987,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",NO2,21-10-2021 01:00:00,27.0,40.0,33.0
988,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",NH3,21-10-2021 01:00:00,8.0,14.0,12.0
989,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",SO2,21-10-2021 01:00:00,8.0,26.0,18.0
990,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",CO,21-10-2021 01:00:00,28.0,104.0,64.0
991,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",OZONE,21-10-2021 01:00:00,6.0,116.0,51.0
992,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",PM2.5,21-10-2021 01:00:00,22.0,150.0,56.0
993,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",PM10,21-10-2021 01:00:00,61.0,216.0,131.0
994,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",NO2,21-10-2021 01:00:00,8.0,93.0,29.0
995,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",NH3,21-10-2021 01:00:00,2.0,6.0,4.0
996,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",SO2,21-10-2021 01:00:00,4.0,11.0,6.0
997,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",CO,21-10-2021 01:00:00,15.0,100.0,30.0
998,India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",OZONE,21-10-2021 01:00:00,8.0,107.0,58.0
999,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",PM2.5,21-10-2021 01:00:00,9.0,79.0,35.0
1000,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",PM10,21-10-2021 01:00:00,56.0,107.0,85.0
1001,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",NO2,21-10-2021 01:00:00,7.0,16.0,10.0
1002,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",NH3,21-10-2021 01:00:00,1.0,1.0,1.0
1003,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",SO2,21-10-2021 01:00:00,11.0,30.0,23.0
1004,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",CO,21-10-2021 01:00:00,30.0,101.0,57.0
1005,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",OZONE,21-10-2021 01:00:00,4.0,79.0,35.0
1006,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",PM2.5,21-10-2021 01:00:00,42.0,179.0,88.0
1007,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",PM10,21-10-2021 01:00:00,72.0,179.0,121.0
1008,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",NO2,21-10-2021 01:00:00,19.0,50.0,29.0
1009,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",NH3,21-10-2021 01:00:00,1.0,3.0,2.0
1010,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",SO2,21-10-2021 01:00:00,3.0,8.0,6.0
1011,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",CO,21-10-2021 01:00:00,5.0,64.0,16.0
1012,India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",OZONE,21-10-2021 01:00:00,14.0,33.0,29.0
1013,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",PM2.5,21-10-2021 01:00:00,55.0,222.0,103.0
1014,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",PM10,21-10-2021 01:00:00,76.0,144.0,107.0
1015,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",NO2,21-10-2021 01:00:00,10.0,32.0,17.0
1016,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",NH3,21-10-2021 01:00:00,2.0,5.0,3.0
1017,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",SO2,21-10-2021 01:00:00,1.0,6.0,3.0
1018,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",CO,21-10-2021 01:00:00,24.0,81.0,39.0
1019,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",OZONE,21-10-2021 01:00:00,9.0,131.0,53.0
1020,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",PM2.5,21-10-2021 01:00:00,,,
1021,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",PM10,21-10-2021 01:00:00,,,
1022,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",NO2,21-10-2021 01:00:00,,,
1023,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",NH3,21-10-2021 01:00:00,,,
1024,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",CO,21-10-2021 01:00:00,44.0,46.0,45.0
1025,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",OZONE,21-10-2021 01:00:00,9.0,10.0,9.0
1026,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,84.0,310.0,161.0
1027,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",PM10,21-10-2021 01:00:00,99.0,215.0,137.0
1028,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",NO2,21-10-2021 01:00:00,6.0,11.0,8.0
1029,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",NH3,21-10-2021 01:00:00,1.0,1.0,1.0
1030,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",SO2,21-10-2021 01:00:00,28.0,63.0,40.0
1031,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",CO,21-10-2021 01:00:00,1.0,28.0,4.0
1032,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",OZONE,21-10-2021 01:00:00,1.0,10.0,6.0
1033,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,63.0,63.0,63.0
1034,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",PM10,21-10-2021 01:00:00,91.0,117.0,102.0
1035,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",SO2,21-10-2021 01:00:00,52.0,56.0,54.0
1036,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",CO,21-10-2021 01:00:00,2.0,2.0,2.0
1037,India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,62.0,145.0,139.0
1038,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,25.0,61.0,40.0
1039,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",PM10,21-10-2021 01:00:00,79.0,110.0,98.0
1040,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",NO2,21-10-2021 01:00:00,4.0,25.0,12.0
1041,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",NH3,21-10-2021 01:00:00,1.0,2.0,2.0
1042,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",CO,21-10-2021 01:00:00,15.0,44.0,26.0
1043,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,29.0,71.0,43.0
1044,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",PM10,21-10-2021 01:00:00,40.0,89.0,57.0
1045,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",NO2,21-10-2021 01:00:00,,,
1046,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",NH3,21-10-2021 01:00:00,6.0,10.0,8.0
1047,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",SO2,21-10-2021 01:00:00,,,
1048,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",CO,21-10-2021 01:00:00,13.0,22.0,15.0
1049,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,5.0,9.0,5.0
1050,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,44.0,124.0,77.0
1051,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",PM10,21-10-2021 01:00:00,58.0,129.0,94.0
1052,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",NO2,21-10-2021 01:00:00,25.0,42.0,34.0
1053,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",NH3,21-10-2021 01:00:00,4.0,7.0,5.0
1054,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",SO2,21-10-2021 01:00:00,10.0,15.0,12.0
1055,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",CO,21-10-2021 01:00:00,1.0,43.0,40.0
1056,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",OZONE,21-10-2021 01:00:00,1.0,53.0,19.0
1057,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,44.0,90.0,60.0
1058,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",PM10,21-10-2021 01:00:00,107.0,156.0,125.0
1059,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",NO2,21-10-2021 01:00:00,10.0,36.0,24.0
1060,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",NH3,21-10-2021 01:00:00,6.0,11.0,8.0
1061,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",SO2,21-10-2021 01:00:00,3.0,6.0,5.0
1062,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",CO,21-10-2021 01:00:00,91.0,102.0,96.0
1063,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",OZONE,21-10-2021 01:00:00,7.0,102.0,39.0
1064,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,40.0,117.0,60.0
1065,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",NO2,21-10-2021 01:00:00,7.0,15.0,10.0
1066,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",NH3,21-10-2021 01:00:00,2.0,2.0,2.0
1067,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",CO,21-10-2021 01:00:00,33.0,50.0,45.0
1068,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,16.0,17.0,16.0
1069,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,56.0,164.0,92.0
1070,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",PM10,21-10-2021 01:00:00,71.0,135.0,101.0
1071,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",NO2,21-10-2021 01:00:00,14.0,30.0,22.0
1072,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",NH3,21-10-2021 01:00:00,3.0,3.0,3.0
1073,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",SO2,21-10-2021 01:00:00,1.0,8.0,4.0
1074,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",CO,21-10-2021 01:00:00,1.0,66.0,7.0
1075,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",OZONE,21-10-2021 01:00:00,1.0,40.0,15.0
1076,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,31.0,90.0,59.0
1077,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",PM10,21-10-2021 01:00:00,80.0,150.0,101.0
1078,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",NO2,21-10-2021 01:00:00,15.0,58.0,34.0
1079,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",NH3,21-10-2021 01:00:00,1.0,3.0,2.0
1080,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",SO2,21-10-2021 01:00:00,7.0,10.0,8.0
1081,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",CO,21-10-2021 01:00:00,21.0,46.0,28.0
1082,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,8.0,8.0,8.0
1083,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,32.0,196.0,66.0
1084,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",PM10,21-10-2021 01:00:00,37.0,141.0,69.0
1085,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",NO2,21-10-2021 01:00:00,1.0,19.0,10.0
1086,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",NH3,21-10-2021 01:00:00,2.0,3.0,2.0
1087,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",SO2,21-10-2021 01:00:00,1.0,5.0,3.0
1088,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",CO,21-10-2021 01:00:00,63.0,104.0,99.0
1089,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",OZONE,21-10-2021 01:00:00,7.0,26.0,15.0
1090,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,126.0,347.0,187.0
1091,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",PM10,21-10-2021 01:00:00,87.0,211.0,118.0
1092,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",NO2,21-10-2021 01:00:00,2.0,37.0,9.0
1093,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",NH3,21-10-2021 01:00:00,1.0,2.0,1.0
1094,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",SO2,21-10-2021 01:00:00,1.0,10.0,4.0
1095,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",CO,21-10-2021 01:00:00,5.0,49.0,19.0
1096,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",OZONE,21-10-2021 01:00:00,3.0,36.0,19.0
1097,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,46.0,151.0,82.0
1098,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",PM10,21-10-2021 01:00:00,77.0,159.0,104.0
1099,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",NO2,21-10-2021 01:00:00,21.0,36.0,30.0
1100,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",NH3,21-10-2021 01:00:00,17.0,32.0,28.0
1101,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",SO2,21-10-2021 01:00:00,18.0,26.0,22.0
1102,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",CO,21-10-2021 01:00:00,15.0,38.0,29.0
1103,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,12.0,36.0,21.0
1104,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,47.0,156.0,71.0
1105,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",PM10,21-10-2021 01:00:00,60.0,138.0,84.0
1106,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",NO2,21-10-2021 01:00:00,7.0,36.0,18.0
1107,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",NH3,21-10-2021 01:00:00,1.0,2.0,1.0
1108,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",SO2,21-10-2021 01:00:00,2.0,4.0,4.0
1109,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",CO,21-10-2021 01:00:00,41.0,68.0,58.0
1110,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,6.0,90.0,36.0
1111,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",PM2.5,21-10-2021 01:00:00,40.0,124.0,58.0
1112,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",PM10,21-10-2021 01:00:00,39.0,106.0,55.0
1113,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",NO2,21-10-2021 01:00:00,16.0,17.0,16.0
1114,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",CO,21-10-2021 01:00:00,13.0,31.0,24.0
1115,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",OZONE,21-10-2021 01:00:00,25.0,67.0,37.0
1116,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,43.0,95.0,64.0
1117,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",PM10,21-10-2021 01:00:00,93.0,173.0,116.0
1118,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",NO2,21-10-2021 01:00:00,10.0,40.0,29.0
1119,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",NH3,21-10-2021 01:00:00,2.0,9.0,5.0
1120,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",SO2,21-10-2021 01:00:00,1.0,6.0,4.0
1121,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",CO,21-10-2021 01:00:00,26.0,66.0,47.0
1122,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,4.0,57.0,18.0
1123,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,41.0,77.0,61.0
1124,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",NO2,21-10-2021 01:00:00,9.0,39.0,22.0
1125,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",NH3,21-10-2021 01:00:00,5.0,6.0,5.0
1126,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",SO2,21-10-2021 01:00:00,25.0,26.0,25.0
1127,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",CO,21-10-2021 01:00:00,42.0,62.0,49.0
1128,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,46.0,121.0,70.0
1129,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",PM10,21-10-2021 01:00:00,93.0,160.0,115.0
1130,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",NO2,21-10-2021 01:00:00,10.0,34.0,19.0
1131,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",NH3,21-10-2021 01:00:00,4.0,8.0,5.0
1132,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",CO,21-10-2021 01:00:00,31.0,51.0,42.0
1133,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,5.0,6.0,5.0
1134,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",PM2.5,21-10-2021 01:00:00,43.0,73.0,56.0
1135,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",NO2,21-10-2021 01:00:00,4.0,64.0,26.0
1136,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",NH3,21-10-2021 01:00:00,1.0,109.0,16.0
1137,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",SO2,21-10-2021 01:00:00,17.0,114.0,32.0
1138,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",CO,21-10-2021 01:00:00,71.0,90.0,79.0
1139,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",OZONE,21-10-2021 01:00:00,4.0,4.0,4.0
1140,India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",PM2.5,21-10-2021 01:00:00,36.0,82.0,59.0
